Sriram,0.0,34.5,61.0,159.5,205.5
Shashaank,0.0,7.5,62.0,62.0,190.0
Raghav,0.0,18.5,83.5,128.0,164.0
Niranjini,0.0,26.0,146.0,153.5,157.5
Sudarshan,0.0,0.0,132.0,147.5,147.5
Srikumar,0.0,0.0,108.0,127.0,147.5
Priyanka,0.0,65.5,84.5,103.0,123.5
Mahaarajan,0.0,88.0,88.0,94.5,118.0
Naren,0.0,30.0,71.0,101.5,117.0
