Mahaarajan,0.0,88.0
Priyanka,0.0,65.5
Sriram,0.0,34.5
Naren,0.0,30.0
Niranjini,0.0,26.0
Raghav,0.0,18.5
Shashaank,0.0,7.5
Srikumar,0.0,0.0
Sudarshan,0.0,0.0
