POS,Player,Pts,Mat,Wkts,Dots,4s,6s,Catches,Run outs,Stumpings,Team
1,nicholas pooran,203.5,9,0,0,32,31,6,0.0,0,LSG
2,b. sai sudharsan,170.0,8,0,0,42,15,5,0.0,0,GT
3,yashasvi jaiswal,167.5,9,0,0,32,20,7,0.0,0,RR
4,aiden markram,165.5,9,4,14,28,15,6,0.0,0,LSG
5,suryakumar yadav,164.0,9,0,0,38,19,1,0.0,0,MI
6,jos buttler,160.5,8,0,0,40,13,4,0.0,2,GT
7,sunil narine,154.0,7,7,50,14,12,1,0.0,0,KKR
8,josh hazlewood,149.0,9,16,93,0,0,0,0.0,0,RCB
9,prasidh krishna,148.5,8,16,85,0,0,3,0.0,0,GT
10,mitchell marsh,145.5,8,0,0,33,18,0,0.0,0,LSG
11,hardik pandya,145.5,8,12,52,9,6,2,3.0,0,MI
12,mohammed siraj,140.0,8,12,93,0,0,2,0.0,0,GT
13,virat kohli,139.5,9,0,0,35,13,2,1.5,0,RCB
14,phil salt,135.5,9,0,0,30,13,6,0.0,0,RCB
15,ryan rickelton,135.5,9,0,0,29,8,8,7.5,3,MI
16,abhishek sharma,134.5,8,0,16,31,11,1,0.0,0,SRH
17,axar patel,134.0,8,1,45,15,10,4,3.0,0,DC
18,priyansh arya,130.5,8,0,0,24,18,3,0.0,0,PBKS
19,k l rahul,129.0,7,0,0,25,16,3,3.0,0,DC
20,jofra archer,128.0,9,9,87,0,2,1,0.0,0,RR
21,pat cummins,127.5,8,7,63,5,5,4,0.0,0,SRH
22,khaleel ahmed,125.5,8,11,84,0,0,0,3.0,0,CSK
23,harshit rana,125.0,8,11,69,3,0,4,0.0,0,KKR
24,shubman gill,124.0,8,0,0,33,9,4,0.0,0,GT
25,riyan parag,124.0,9,0,14,16,16,5,1.5,0,RR
26,heinrich klaasen,122.5,8,0,0,27,12,4,3.0,0,SRH
27,ajinkya rahane,122.5,8,0,0,24,15,4,0.0,0,KKR
28,travis head,121.5,8,0,0,33,9,3,0.0,0,SRH
29,kuldeep yadav,119.0,8,12,72,2,0,0,0.0,0,DC
30,mitchell starc,118.0,8,11,67,0,0,5,0.0,0,DC
31,shreyas iyer,117.5,8,0,0,17,20,2,0.0,0,PBKS
32,marco jansen,115.0,8,8,58,2,4,4,0.0,0,PBKS
33,varun chakaravarthy,114.5,8,10,77,0,0,1,0.0,0,KKR
34,bhuvneshwar kumar,113.5,8,9,77,1,0,1,0.0,0,RCB
35,shardul thakur,112.5,9,12,58,2,0,3,0.0,0,LSG
36,arshdeep singh,111.5,8,11,70,0,0,0,3.0,0,PBKS
37,deepak chahar,111.0,9,8,67,2,2,1,1.5,0,MI
38,digvesh singh,108.0,9,9,74,0,0,1,0.0,0,LSG
39,vipraj nigam,106.0,8,7,49,6,3,1,4.5,0,DC
40,dhruv jurel,105.5,9,0,0,17,14,5,1.5,0,RR
41,ravindra jadeja,105.5,8,5,39,9,5,3,1.5,0,CSK
42,trent boult,105.0,9,10,70,0,0,0,0.0,0,MI
43,prabhsimran singh,103.0,8,0,0,28,8,1,0.0,1,PBKS
44,krunal pandya,102.0,9,12,50,2,0,2,0.0,0,RCB
45,sanju samson,100.0,7,0,0,23,10,2,0.0,1,RR
46,noor ahmad,99.0,8,12,57,0,0,0,0.0,0,CSK
47,mitchell santner,98.0,9,4,53,2,3,5,3.0,0,MI
48,devdutt padikkal,98.0,8,0,0,20,13,1,0.0,0,RCB
49,ravi bishnoi,98.0,9,8,60,0,0,4,0.0,0,LSG
50,rohit sharma,97.5,8,0,0,18,15,0,0.0,0,MI
51,n tilak varma,97.5,9,0,0,19,10,6,0.0,0,MI
52,tim david,97.0,9,0,0,13,13,7,1.5,0,RCB
53,sai kishore,97.0,8,12,45,0,0,4,0.0,0,GT
54,nitish rana,96.5,9,0,0,24,9,2,0.0,0,RR
55,vaibhav arora,93.0,7,9,55,0,0,2,1.5,0,KKR
56,rashid khan,92.0,8,6,54,1,2,3,0.0,0,GT
57,jitesh sharma,90.0,9,0,0,12,7,12,3.0,1,RCB
58,mukesh kumar,89.5,8,9,53,0,0,2,0.0,0,DC
59,avesh khan,88.0,8,8,55,0,0,2,0.0,0,LSG
60,shimron hetmyer,88.0,9,0,0,14,9,8,1.5,0,RR
61,shivam dube,88.0,8,0,0,15,13,2,0.0,0,CSK
62,rajat patidar,87.5,9,0,0,19,10,2,0.0,0,RCB
63,suyash sharma,86.5,8,4,70,0,0,1,0.0,0,RCB
64,abishek porel,86.0,8,0,0,23,7,1,1.5,0,DC
65,yash dayal,85.5,9,8,55,0,0,1,0.0,0,RCB
66,wanindu hasaranga,83.5,7,10,42,0,0,2,1.5,0,RR
67,tristan stubbs,83.5,8,0,3,14,8,7,0.0,0,DC
68,will jacks,83.0,8,3,21,9,5,4,1.5,0,MI
69,sherfane rutherford,83.0,8,0,0,15,13,0,0.0,0,GT
70,nehal wadhera,83.0,7,0,1,14,12,2,0.0,0,PBKS
71,naman dhir,83.0,9,0,7,12,6,10,0.0,0,MI
72,yuzvendra chahal,79.5,8,9,43,0,0,2,0.0,0,PBKS
73,ayush badoni,79.5,9,0,0,20,7,2,0.0,0,LSG
74,aniket verma,79.0,8,0,0,9,14,3,0.0,0,SRH
75,maheesh theekshana,79.0,8,7,53,0,0,0,1.5,0,RR
76,sandeep sharma,79.0,9,8,47,0,0,1,1.5,0,RR
77,angkrish raghuvanshi,76.0,7,0,0,21,6,1,0.0,0,KKR
78,ms dhoni,75.0,8,0,0,10,8,3,4.5,4,CSK
79,harshal patel,73.5,7,9,37,0,0,2,0.0,0,SRH
80,mohammed shami,73.5,7,5,51,1,0,1,0.0,0,SRH
81,matheesha pathirana,71.5,6,7,42,0,0,2,0.0,0,CSK
82,karun nair,71.0,4,0,0,16,8,0,3.0,0,DC
83,ravichandran ashwin,70.0,7,5,40,1,0,4,0.0,0,CSK
84,quinton de kock,68.5,7,0,0,9,11,3,0.0,0,KKR
85,andre russell,68.0,8,6,13,6,4,2,0.0,0,KKR
86,glenn maxwell,68.0,6,4,28,4,1,5,0.0,0,PBKS
87,rachin ravindra,64.0,8,0,0,18,4,2,0.0,0,CSK
88,tushar deshpande,63.5,8,6,40,0,0,1,0.0,0,RR
89,rinku singh,63.5,8,0,0,14,6,3,0.0,0,KKR
90,ishan kishan,61.0,8,0,0,14,6,2,0.0,0,SRH
91,ashutosh sharma,60.5,7,0,0,11,8,2,0.0,0,DC
92,zeeshan ansari,60.5,6,5,33,0,0,4,0.0,0,SRH
93,jasprit bumrah,60.0,5,5,40,0,0,1,0.0,0,MI
94,liam livingstone,59.0,7,2,10,4,7,3,0.0,0,RCB
95,venkatesh iyer,58.0,8,0,0,14,4,3,1.5,0,KKR
96,ruturaj gaikwad,56.5,5,0,0,14,4,3,0.0,0,CSK
97,abdul samad,56.0,8,0,1,6,10,2,0.0,0,LSG
98,shashank singh,54.0,8,0,3,10,6,2,0.0,0,PBKS
99,rishabh pant,51.5,9,0,0,8,5,4,1.5,1,LSG
100,vignesh puthur,50.0,5,6,24,0,0,2,0.0,0,MI
101,lockie ferguson,48.0,4,5,28,1,0,0,0.0,0,PBKS
102,marcus stoinis,47.5,7,0,18,2,7,0,0.0,0,PBKS
103,mohd arshad khan,45.5,5,3,25,0,0,4,0.0,0,GT
104,david miller,45.5,9,0,0,10,3,4,0.0,0,LSG
105,washington sundar,43.5,3,2,12,5,2,2,0.0,0,GT
106,xavier bartlett,42.0,3,2,25,1,0,3,0.0,0,PBKS
107,nitish kumar reddy,42.0,8,0,0,12,2,2,0.0,0,SRH
108,faf du plessis,40.0,3,0,0,6,5,3,0.0,0,DC
109,ashwani kumar,39.5,3,6,16,0,0,1,0.0,0,MI
110,ishant sharma,39.5,5,3,24,0,0,2,0.0,0,GT
111,moeen ali,37.5,4,3,22,0,0,2,0.0,0,KKR
112,eshan malinga,36.5,3,5,19,0,0,0,0.0,0,SRH
113,prince yadav,36.0,4,1,28,0,0,0,4.5,0,LSG
114,shahrukh khan,36.0,8,0,0,4,6,2,0.0,0,GT
115,vijay shankar,35.5,6,0,0,8,3,2,0.0,0,CSK
116,mohit sharma,35.0,6,2,28,0,0,0,0.0,0,DC
117,akash deep,32.5,4,3,22,0,0,0,0.0,0,LSG
118,devon conway,32.0,3,0,0,9,2,1,0.0,0,CSK
119,spencer johnson,32.0,4,1,26,0,0,1,0.0,0,KKR
120,jake fraser-mcgurk,32.0,6,0,0,7,2,3,0.0,0,DC
121,rahul tewatia,31.5,8,0,0,3,4,4,0.0,0,GT
122,simarjeet singh,29.0,4,2,22,0,0,0,0.0,0,SRH
123,shubham dubey,27.5,6,0,0,3,5,1,0.0,0,RR
124,harpreet brar,24.5,2,3,14,0,0,0,0.0,0,PBKS
125,kagiso rabada,24.5,2,2,14,0,1,0,0.0,0,GT
126,josh inglis,23.5,3,0,0,4,1,3,0.0,1,PBKS
127,abhinav manohar,23.0,5,0,0,2,3,3,0.0,0,SRH
128,vaibhav suryavanshi,22.5,2,0,0,2,5,0,0.0,0,RR
129,ramandeep singh,22.0,8,0,0,1,2,5,0.0,0,KKR
130,m siddharth,21.5,2,2,12,0,0,1,0.0,0,LSG
131,karn sharma,21.0,2,3,8,0,0,1,0.0,0,MI
132,rahul tripathi,21.0,5,0,0,6,1,1,0.0,0,CSK
133,rasikh dar,20.0,2,1,14,0,0,1,0.0,0,RCB
134,shaik rasheed,20.0,2,0,0,7,0,1,0.0,0,CSK
135,anshul kamboj,20.0,2,2,13,0,0,0,0.0,0,CSK
136,ayush mhatre,19.5,1,0,0,4,2,1,0.0,0,CSK
137,kumar kartikeya singh,19.0,3,2,12,0,0,0,0.0,0,RR
138,adam zampa,17.0,2,2,10,0,0,0,0.0,0,SRH
139,jamie overton,16.0,3,0,10,1,1,0,0.0,0,CSK
140,kamindu mendis,16.0,2,1,3,1,2,0,0.0,0,SRH
141,jaydev unadkat,15.0,2,1,9,0,0,1,0.0,0,SRH
142,mukesh choudhary,14.5,2,1,11,0,0,0,0.0,0,CSK
143,yash thakur,14.5,2,1,11,0,0,0,0.0,0,PBKS
144,fazalhaq farooqi,14.0,3,0,14,0,0,0,0.0,0,RR
145,anrich nortje,13.5,1,1,10,0,0,0,0.0,0,KKR
146,sam curran,12.5,2,0,10,0,0,1,0.0,0,CSK
147,azmatullah omarzai,11.5,1,0,3,2,1,0,0.0,0,PBKS
148,romario shepherd,11.0,2,1,5,0,0,1,0.0,0,RCB
149,pvsn raju,10.0,2,1,4,0,0,1,0.0,0,MI
150,kulwant khejroliya,10.0,1,1,4,0,0,1,0.0,0,GT
151,nathan ellis,9.5,1,1,6,0,0,0,0.0,0,CSK
152,sameer rizvi,8.5,2,0,0,2,1,0,0.0,0,DC
153,manish pandey,8.5,1,0,0,2,1,0,0.0,0,KKR
154,mujeeb ur rahman,7.5,1,1,4,0,0,0,0.0,0,MI
155,dushmantha chameera,7.5,1,1,4,0,0,0,0.0,0,DC
156,vyshak vijay kumar,7.0,1,0,7,0,0,0,0.0,0,PBKS
157,raj bawa,6.5,1,0,0,0,0,2,1.5,0,MI
158,wiaan mulder,6.0,1,0,1,1,0,1,0.0,0,SRH
159,deepak hooda,5.0,3,0,0,1,0,1,0.0,0,CSK
160,yudhvir singh,5.0,1,0,5,0,0,0,0.0,0,RR
161,shahbaz ahamad,3.5,1,0,1,1,0,0,0.0,0,LSG
162,rahmanullah gurbaz,2.5,1,0,0,0,0,1,0.0,0,KKR
163,manoj bhandage,2.5,1,0,0,0,0,1,0.0,0,RCB
164,suryansh shedge,2.5,4,0,0,0,0,1,0.0,0,PBKS
165,rahul chahar,2.0,1,0,2,0,0,0,0.0,0,SRH
