POS,Player,Pts,Mat,Wkts,Dots,4s,6s,Catches,Run outs,Stumpings,Team
1,nicholas pooran,156.5,5,0,0,25,24,4,0.0,0,LSG
2,mitchell marsh,122.5,5,0,0,28,15,0,0.0,0,LSG
3,hardik pandya,107.5,4,10,32,6,5,2,3.0,0,MI
4,khaleel ahmed,96.0,5,10,58,0,0,0,3.0,0,CSK
5,ajinkya rahane,92.0,5,0,0,17,12,3,0.0,0,KKR
6,mohammed siraj,87.0,4,9,53,0,0,1,0.0,0,GT
7,pat cummins,82.0,5,4,34,5,4,3,0.0,0,SRH
8,priyansh arya,81.0,4,0,0,15,11,2,0.0,0,PBKS
9,josh hazlewood,81.0,4,8,53,0,0,0,0.0,0,RCB
10,b. sai sudharsan,79.0,4,0,0,16,9,3,0.0,0,GT
11,suryakumar yadav,78.0,5,0,0,20,8,0,0.0,0,MI
12,sunil narine,78.0,4,2,25,9,6,1,0.0,0,KKR
13,shreyas iyer,76.5,4,0,0,10,14,1,0.0,0,PBKS
14,travis head,73.5,5,0,0,21,6,0,0.0,0,SRH
15,noor ahmad,72.5,5,11,34,0,0,0,0.0,0,CSK
16,digvesh singh,71.0,5,7,44,0,0,1,0.0,0,LSG
17,shardul thakur,70.5,5,9,34,1,0,1,0.0,0,LSG
18,heinrich klaasen,70.0,5,0,0,13,7,4,3.0,0,SRH
19,varun chakaravarthy,70.0,5,6,49,0,0,0,0.0,0,KKR
20,aniket verma,69.5,5,0,0,8,12,3,0.0,0,SRH
21,ryan rickelton,69.5,5,0,0,14,5,5,4.5,0,MI
22,harshit rana,69.0,5,5,34,3,0,4,0.0,0,KKR
23,jos buttler,69.0,4,0,0,14,9,1,0.0,0,GT
24,rajat patidar,68.0,4,0,0,16,8,0,0.0,0,RCB
25,mitchell starc,67.0,3,9,33,0,0,1,0.0,0,DC
26,sai kishore,66.5,4,8,36,0,0,1,0.0,0,GT
27,ravindra jadeja,66.0,5,2,27,5,3,3,1.5,0,CSK
28,phil salt,64.0,4,0,0,16,4,4,0.0,0,RCB
29,mohammed shami,63.5,5,5,41,1,0,1,0.0,0,SRH
30,aiden markram,63.0,5,0,0,11,8,3,0.0,0,LSG
31,prasidh krishna,62.0,4,5,42,0,0,1,0.0,0,GT
32,naman dhir,61.0,5,0,7,9,4,7,0.0,0,MI
33,virat kohli,61.0,4,0,0,15,6,1,0.0,0,RCB
34,shubman gill,60.0,4,0,0,16,5,1,0.0,0,GT
35,n tilak varma,59.5,5,0,0,11,7,3,0.0,0,MI
36,riyan parag,59.0,4,0,7,6,8,3,1.5,0,RR
37,sherfane rutherford,59.0,4,0,0,11,9,0,0.0,0,GT
38,arshdeep singh,59.0,4,6,35,0,0,0,3.0,0,PBKS
39,jofra archer,58.5,4,4,35,0,2,1,0.0,0,RR
40,sanju samson,57.5,4,0,0,16,5,0,0.0,0,RR
41,trent boult,57.5,5,5,40,0,0,0,0.0,0,MI
42,mitchell santner,57.0,5,1,33,2,3,2,0.0,0,MI
43,dhruv jurel,57.0,4,0,0,11,7,2,0.0,0,RR
44,ruturaj gaikwad,56.5,5,0,0,14,4,3,0.0,0,CSK
45,ishan kishan,56.0,5,0,0,13,6,1,0.0,0,SRH
46,ravichandran ashwin,56.0,5,5,26,1,0,4,0.0,0,CSK
47,jitesh sharma,56.0,4,0,0,8,6,6,0.0,0,RCB
48,liam livingstone,55.5,4,2,9,3,7,3,0.0,0,RCB
49,ravi bishnoi,55.5,5,4,34,0,0,3,0.0,0,LSG
50,kuldeep yadav,55.5,3,6,32,1,0,0,0.0,0,DC
51,vaibhav arora,55.0,4,6,34,0,0,0,0.0,0,KKR
52,deepak chahar,54.0,5,4,24,2,2,1,1.5,0,MI
53,venkatesh iyer,54.0,5,0,0,14,4,2,0.0,0,KKR
54,ms dhoni,53.5,5,0,0,6,7,2,1.5,3,CSK
55,quinton de kock,53.0,5,0,0,9,8,1,0.0,0,KKR
56,krunal pandya,52.5,4,7,23,1,0,1,0.0,0,RCB
57,nitish rana,52.5,4,0,0,14,5,0,0.0,0,RR
