POS,Player,Pts,Mat,Wkts,Dots,4s,6s,Catches,Run outs,Stumpings,Team
1,nicholas pooran,102.5,3,0,0,17,15,3,0.0,0,LSG
2,b. sai sudharsan,74.0,3,0,0,16,9,1,0.0,0,GT
3,jos buttler,69.0,3,0,0,14,9,1,0.0,0,GT
4,travis head,66.0,3,0,0,18,6,0,0.0,0,SRH
5,shreyas iyer,65.5,2,0,0,8,13,0,0.0,0,PBKS
6,khaleel ahmed,64.0,3,6,40,0,0,0,3.0,0,CSK
7,josh hazlewood,62.0,3,6,41,0,0,0,0.0,0,RCB
8,mitchell marsh,60.5,3,0,0,13,8,0,0.0,0,LSG
9,noor ahmad,59.5,3,9,28,0,0,0,0.0,0,CSK
10,phil salt,59.0,3,0,0,15,4,3,0.0,0,RCB
11,mohammed siraj,56.0,3,5,36,0,0,1,0.0,0,GT
12,aniket verma,54.5,3,0,0,5,12,0,0.0,0,SRH
13,ruturaj gaikwad,54.0,3,0,0,13,4,3,0.0,0,CSK
14,sai kishore,52.5,3,6,29,0,0,1,0.0,0,GT
15,mitchell starc,51.5,2,8,21,0,0,1,0.0,0,DC
16,ishan kishan,51.0,3,0,0,11,6,1,0.0,0,SRH
17,liam livingstone,50.5,3,2,9,3,7,1,0.0,0,RCB
18,ryan rickelton,49.5,3,0,0,8,5,3,4.5,0,MI
19,dhruv jurel,48.5,3,0,0,10,6,1,0.0,0,RR
20,digvesh singh,48.0,3,5,28,0,0,1,0.0,0,LSG
21,kuldeep yadav,48.0,2,5,28,1,0,0,0.0,0,DC
22,nitish rana,47.5,3,0,0,12,5,0,0.0,0,RR
23,deepak chahar,47.5,3,4,20,2,2,0,1.5,0,MI
24,prasidh krishna,46.0,3,3,33,0,0,1,0.0,0,GT
25,quinton de kock,46.0,3,0,0,9,6,1,0.0,0,KKR
26,ajinkya rahane,46.0,3,0,0,8,6,2,0.0,0,KKR
27,shardul thakur,45.5,3,6,22,0,0,1,0.0,0,LSG
28,ravindra jadeja,44.0,3,1,16,5,2,2,0.0,0,CSK
29,sanju samson,42.5,3,0,0,10,5,0,0.0,0,RR
30,rajat patidar,41.5,3,0,0,11,4,0,0.0,0,RCB
31,riyan parag,41.0,3,0,7,3,5,3,1.5,0,RR
32,sherfane rutherford,40.5,3,0,0,5,8,0,0.0,0,GT
33,mitchell santner,40.0,3,1,22,2,2,1,0.0,0,MI
34,pat cummins,40.0,3,2,15,0,3,3,0.0,0,SRH
35,faf du plessis,40.0,2,0,0,6,5,3,0.0,0,DC
36,varun chakaravarthy,39.5,3,3,29,0,0,0,0.0,0,KKR
37,arshdeep singh,39.5,2,5,19,0,0,0,3.0,0,PBKS
38,suryakumar yadav,39.5,3,0,0,6,7,0,0.0,0,MI
39,heinrich klaasen,39.0,3,0,0,9,4,1,0.0,0,SRH
40,prabhsimran singh,38.0,2,0,0,10,3,1,0.0,0,PBKS
41,shubman gill,37.5,3,0,0,7,5,1,0.0,0,GT
42,matheesha pathirana,37.5,2,4,21,0,0,1,0.0,0,CSK
43,jitesh sharma,37.0,3,0,0,6,2,6,0.0,0,RCB
44,rachin ravindra,36.5,3,0,0,7,4,2,0.0,0,CSK
45,sunil narine,36.5,2,1,10,5,3,0,0.0,0,KKR
46,ravi bishnoi,35.0,3,3,22,0,0,1,0.0,0,LSG
47,hardik pandya,35.0,2,3,14,1,0,2,3.0,0,MI
48,harshit rana,34.5,3,2,20,1,0,2,0.0,0,KKR
49,jofra archer,34.0,3,1,21,0,2,1,0.0,0,RR
50,vipraj nigam,33.5,2,1,5,5,2,1,3.0,0,DC
51,ravichandran ashwin,33.0,3,3,15,1,0,2,0.0,0,CSK
52,shimron hetmyer,32.5,3,0,0,3,5,3,0.0,0,RR
53,priyansh arya,32.0,2,0,0,8,2,2,0.0,0,PBKS
54,axar patel,31.5,2,0,14,3,1,2,1.5,0,DC
55,wanindu hasaranga,31.5,2,5,14,0,0,0,0.0,0,RR
56,maheesh theekshana,31.5,3,2,23,0,0,0,1.5,0,RR
57,virat kohli,31.5,3,0,0,7,4,0,0.0,0,RCB
58,tushar deshpande,31.0,3,3,18,0,0,1,0.0,0,RR
59,trent boult,31.0,3,2,24,0,0,0,0.0,0,MI
60,krunal pandya,30.5,3,3,15,1,0,1,0.0,0,RCB
61,yash dayal,30.5,3,3,20,0,0,0,0.0,0,RCB
62,n tilak varma,30.5,3,0,0,5,3,3,0.0,0,MI
63,ashutosh sharma,30.0,1,0,0,5,5,0,0.0,0,DC
64,abhishek sharma,30.0,3,0,15,6,0,0,0.0,0,SRH
65,mohammed shami,29.5,3,2,20,0,0,1,0.0,0,SRH
66,tristan stubbs,29.0,2,0,1,4,3,3,0.0,0,DC
67,spencer johnson,29.0,3,1,23,0,0,1,0.0,0,KKR
68,harshal patel,29.0,3,3,16,0,0,1,0.0,0,SRH
69,bhuvneshwar kumar,28.0,2,2,21,0,0,0,0.0,0,RCB
70,ms dhoni,28.0,3,0,0,4,3,0,0.0,3,CSK
71,abdul samad,27.5,2,0,1,4,4,1,0.0,0,LSG
72,tim david,27.5,3,0,0,4,5,0,0.0,0,RCB
73,angkrish raghuvanshi,27.0,3,0,0,7,2,1,0.0,0,KKR
74,naman dhir,27.0,3,0,7,4,0,4,0.0,0,MI
75,vignesh puthur,27.0,2,4,13,0,0,0,0.0,0,MI
76,david miller,27.0,3,0,0,6,2,2,0.0,0,LSG
77,ashwani kumar,26.5,1,4,10,0,0,1,0.0,0,MI
78,shivam dube,26.5,3,0,0,3,4,2,0.0,0,CSK
79,rashid khan,25.0,3,1,18,0,1,0,0.0,0,GT
80,marco jansen,24.5,2,2,15,0,0,1,0.0,0,PBKS
81,kagiso rabada,24.5,2,2,14,0,1,0,0.0,0,GT
82,shashank singh,24.5,2,0,0,6,2,1,0.0,0,PBKS
83,vaibhav arora,23.5,2,3,13,0,0,0,0.0,0,KKR
84,glenn maxwell,23.0,2,2,11,0,0,2,0.0,0,PBKS
85,yashasvi jaiswal,22.0,3,0,0,3,2,3,0.0,0,RR
86,jake fraser-mcgurk,22.0,2,0,0,4,2,2,0.0,0,DC
87,m siddharth,21.5,2,2,12,0,0,1,0.0,0,LSG
88,suyash sharma,21.5,2,1,18,0,0,0,0.0,0,RCB
89,will jacks,21.5,2,1,7,2,1,1,0.0,0,MI
90,nehal wadhera,21.5,1,0,0,3,4,0,0.0,0,PBKS
91,nitish kumar reddy,21.0,3,0,0,6,1,1,0.0,0,SRH
92,ayush badoni,20.5,3,0,0,2,3,2,0.0,0,LSG
93,prince yadav,20.0,2,1,12,0,0,0,4.5,0,LSG
94,rasikh dar,20.0,2,1,14,0,0,1,0.0,0,RCB
95,simarjeet singh,20.0,2,2,13,0,0,0,0.0,0,SRH
96,aiden markram,19.5,3,0,0,5,2,0,0.0,0,LSG
97,shubham dubey,19.0,2,0,0,2,4,0,0.0,0,RR
98,andre russell,18.5,3,2,4,2,0,1,0.0,0,KKR
99,mohd arshad khan,18.0,2,1,7,0,0,3,0.0,0,GT
100,sandeep sharma,18.0,3,2,11,0,0,0,0.0,0,RR
101,zeeshan ansari,18.0,1,3,5,0,0,1,0.0,0,SRH
102,yuzvendra chahal,18.0,2,1,12,0,0,1,0.0,0,PBKS
103,marcus stoinis,17.5,2,0,8,1,2,0,0.0,0,PBKS
104,devdutt padikkal,17.0,3,0,0,4,2,0,0.0,0,RCB
105,adam zampa,17.0,2,2,10,0,0,0,0.0,0,SRH
106,ishant sharma,15.0,2,1,9,0,0,1,0.0,0,GT
107,mohit sharma,14.5,2,1,11,0,0,0,0.0,0,DC
108,abishek porel,13.5,2,0,0,2,2,0,1.5,0,DC
109,rahul tripathi,13.5,3,0,0,4,1,0,0.0,0,CSK
