POS,Player,Pts,Mat,Wkts,Dots,4s,6s,Catches,Run outs,Stumpings,Team
1,nicholas pooran,198.5,8,0,0,30,31,6,0.0,0,LSG
2,b. sai sudharsan,151.5,7,0,0,36,14,5,0.0,0,GT
3,sunil narine,141.5,6,7,46,12,11,1,0.0,0,KKR
4,yashasvi jaiswal,139.5,8,0,0,25,17,7,0.0,0,RR
5,aiden markram,139.0,8,2,10,26,12,6,0.0,0,LSG
6,jos buttler,135.5,7,0,0,32,13,4,0.0,0,GT
7,mitchell marsh,134.5,7,0,0,30,17,0,0.0,0,LSG
8,hardik pandya,132.0,6,11,42,9,6,2,3.0,0,MI
9,abhishek sharma,128.5,7,0,16,31,10,0,0.0,0,SRH
10,prasidh krishna,127.0,7,14,73,0,0,2,0.0,0,GT
11,mohammed siraj,123.5,7,11,80,0,0,2,0.0,0,GT
12,phil salt,123.0,7,0,0,26,13,5,0.0,0,RCB
13,travis head,121.5,7,0,0,33,9,3,0.0,0,SRH
14,pat cummins,120.5,7,7,56,5,5,4,0.0,0,SRH
15,priyansh arya,119.5,7,0,0,21,17,3,0.0,0,PBKS
16,khaleel ahmed,119.5,7,11,78,0,0,0,3.0,0,CSK
17,harshit rana,116.5,7,10,64,3,0,4,0.0,0,KKR
18,shreyas iyer,115.0,7,0,0,16,20,2,0.0,0,PBKS
19,kuldeep yadav,115.0,7,12,68,2,0,0,0.0,0,DC
20,josh hazlewood,114.0,7,12,72,0,0,0,0.0,0,RCB
21,jofra archer,112.5,8,8,75,0,2,1,0.0,0,RR
22,suryakumar yadav,112.0,7,0,0,27,12,1,0.0,0,MI
23,axar patel,111.5,7,1,39,14,6,4,3.0,0,DC
24,k l rahul,111.0,6,0,0,22,13,3,3.0,0,DC
25,shardul thakur,109.5,8,12,55,2,0,3,0.0,0,LSG
26,ryan rickelton,109.5,7,0,0,24,7,5,7.5,2,MI
27,varun chakaravarthy,107.5,7,10,70,0,0,1,0.0,0,KKR
28,riyan parag,107.0,8,0,9,14,14,5,1.5,0,RR
29,ajinkya rahane,106.5,7,0,0,19,14,4,0.0,0,KKR
30,vipraj nigam,106.0,7,7,49,6,3,1,4.5,0,DC
31,mitchell starc,105.5,7,10,58,0,0,5,0.0,0,DC
32,arshdeep singh,102.0,7,10,64,0,0,0,3.0,0,PBKS
33,digvesh singh,100.0,8,9,66,0,0,1,0.0,0,LSG
34,sanju samson,100.0,7,0,0,23,10,2,0.0,1,RR
35,marco jansen,98.5,7,8,51,2,2,3,0.0,0,PBKS
36,noor ahmad,96.0,7,12,54,0,0,0,0.0,0,CSK
37,ravi bishnoi,94.0,8,8,56,0,0,4,0.0,0,LSG
38,heinrich klaasen,93.0,7,0,0,18,10,4,3.0,0,SRH
39,n tilak varma,92.5,7,0,0,19,10,4,0.0,0,MI
40,virat kohli,90.0,7,0,0,20,10,2,0.0,0,RCB
41,sai kishore,89.5,7,11,41,0,0,4,0.0,0,GT
42,bhuvneshwar kumar,87.5,6,8,57,1,0,0,0.0,0,RCB
43,prabhsimran singh,87.0,7,0,0,23,7,1,0.0,1,PBKS
44,shubman gill,86.0,7,0,0,23,6,3,0.0,0,GT
45,dhruv jurel,83.5,8,0,0,14,11,4,0.0,0,RR
46,sherfane rutherford,83.0,7,0,0,15,13,0,0.0,0,GT
47,rajat patidar,82.5,7,0,0,18,10,1,0.0,0,RCB
48,vaibhav arora,82.5,6,8,48,0,0,2,1.5,0,KKR
49,tim david,82.0,7,0,0,11,12,5,0.0,0,RCB
50,shimron hetmyer,81.5,8,0,0,13,9,7,0.0,0,RR
51,tristan stubbs,81.0,7,0,3,14,8,6,0.0,0,DC
52,nitish rana,80.5,8,0,0,21,8,0,0.0,0,RR
53,naman dhir,80.5,7,0,7,12,6,9,0.0,0,MI
54,nehal wadhera,79.5,6,0,0,14,12,1,0.0,0,PBKS
55,avesh khan,79.0,7,8,46,0,0,2,0.0,0,LSG
56,maheesh theekshana,79.0,8,7,53,0,0,0,1.5,0,RR
57,ravindra jadeja,79.0,7,4,33,5,3,3,1.5,0,CSK
58,aniket verma,76.5,7,0,0,8,14,3,0.0,0,SRH
59,wanindu hasaranga,76.0,6,9,38,0,0,2,1.5,0,RR
60,ms dhoni,75.0,7,0,0,10,8,3,4.5,4,CSK
61,yash dayal,74.0,7,7,47,0,0,1,0.0,0,RCB
62,rashid khan,74.0,7,4,43,1,2,3,0.0,0,GT
63,mitchell santner,73.5,7,3,37,2,3,3,3.0,0,MI
64,mohammed shami,73.5,7,5,51,1,0,1,0.0,0,SRH
65,deepak chahar,72.5,7,5,39,2,2,1,1.5,0,MI
66,trent boult,72.0,7,6,51,0,0,0,0.0,0,MI
67,yuzvendra chahal,71.0,7,8,38,0,0,2,0.0,0,PBKS
68,abishek porel,70.0,7,0,0,18,6,1,1.5,0,DC
69,matheesha pathirana,69.5,5,7,40,0,0,2,0.0,0,CSK
70,will jacks,69.0,6,3,18,7,4,3,1.5,0,MI
71,shivam dube,69.0,7,0,0,13,9,2,0.0,0,CSK
72,quinton de kock,68.5,7,0,0,9,11,3,0.0,0,KKR
73,glenn maxwell,68.0,6,4,28,4,1,5,0.0,0,PBKS
74,krunal pandya,67.5,7,8,32,2,0,1,0.0,0,RCB
75,harshal patel,67.5,6,9,31,0,0,2,0.0,0,SRH
76,sandeep sharma,66.0,8,6,41,0,0,1,1.5,0,RR
77,jitesh sharma,66.0,7,0,0,8,6,9,0.0,1,RCB
78,angkrish raghuvanshi,65.0,6,0,0,18,5,1,0.0,0,KKR
79,ayush badoni,64.5,8,0,0,14,7,2,0.0,0,LSG
80,suyash sharma,64.5,6,2,55,0,0,1,0.0,0,RCB
81,rachin ravindra,64.0,7,0,0,18,4,2,0.0,0,CSK
82,ravichandran ashwin,63.0,6,5,33,1,0,4,0.0,0,CSK
83,karun nair,62.5,3,0,0,14,7,0,3.0,0,DC
84,mukesh kumar,62.0,7,5,42,0,0,1,0.0,0,DC
85,tushar deshpande,61.5,7,6,38,0,0,1,0.0,0,RR
86,ishan kishan,61.0,7,0,0,14,6,2,0.0,0,SRH
87,ashutosh sharma,60.5,6,0,0,11,8,2,0.0,0,DC
88,liam livingstone,59.0,7,2,10,4,7,3,0.0,0,RCB
89,venkatesh iyer,58.0,7,0,0,14,4,3,1.5,0,KKR
90,ruturaj gaikwad,56.5,5,0,0,14,4,3,0.0,0,CSK
91,abdul samad,56.0,7,0,1,6,10,2,0.0,0,LSG
92,rinku singh,55.0,7,0,0,13,5,2,0.0,0,KKR
93,rishabh pant,51.5,8,0,0,8,5,4,1.5,1,LSG
94,shashank singh,51.5,7,0,3,9,6,2,0.0,0,PBKS
95,andre russell,51.5,7,5,11,3,3,2,0.0,0,KKR
96,devdutt padikkal,51.0,6,0,0,11,6,1,0.0,0,RCB
97,zeeshan ansari,51.0,5,4,27,0,0,4,0.0,0,SRH
98,lockie ferguson,48.0,4,5,28,1,0,0,0.0,0,PBKS
99,mohd arshad khan,45.5,5,3,25,0,0,4,0.0,0,GT
100,vignesh puthur,45.5,4,6,22,0,0,1,0.0,0,MI
101,marcus stoinis,45.5,6,0,16,2,7,0,0.0,0,PBKS
102,nitish kumar reddy,42.0,7,0,0,12,2,2,0.0,0,SRH
103,david miller,40.5,8,0,0,9,3,3,0.0,0,LSG
104,faf du plessis,40.0,3,0,0,6,5,3,0.0,0,DC
105,rohit sharma,36.0,6,0,0,6,6,0,0.0,0,MI
106,washington sundar,35.5,2,1,10,5,2,1,0.0,0,GT
107,vijay shankar,35.5,5,0,0,8,3,2,0.0,0,CSK
108,ashwani kumar,35.0,2,5,15,0,0,1,0.0,0,MI
109,mohit sharma,35.0,6,2,28,0,0,0,0.0,0,DC
110,xavier bartlett,34.0,2,2,17,1,0,3,0.0,0,PBKS
111,akash deep,32.5,4,3,22,0,0,0,0.0,0,LSG
112,jasprit bumrah,32.5,3,2,23,0,0,1,0.0,0,MI
113,devon conway,32.0,3,0,0,9,2,1,0.0,0,CSK
114,spencer johnson,32.0,4,1,26,0,0,1,0.0,0,KKR
115,jake fraser-mcgurk,32.0,6,0,0,7,2,3,0.0,0,DC
116,moeen ali,31.5,3,3,16,0,0,2,0.0,0,KKR
117,ishant sharma,31.0,4,2,19,0,0,2,0.0,0,GT
118,prince yadav,30.0,3,1,22,0,0,0,4.5,0,LSG
119,shahrukh khan,30.0,7,0,0,4,5,1,0.0,0,GT
120,simarjeet singh,29.0,4,2,22,0,0,0,0.0,0,SRH
121,rahul tewatia,29.0,7,0,0,3,4,3,0.0,0,GT
122,eshan malinga,27.0,2,4,13,0,0,0,0.0,0,SRH
123,kagiso rabada,24.5,2,2,14,0,1,0,0.0,0,GT
124,m siddharth,21.5,2,2,12,0,0,1,0.0,0,LSG
125,shubham dubey,21.5,5,0,0,2,4,1,0.0,0,RR
126,karn sharma,21.0,2,3,8,0,0,1,0.0,0,MI
127,rahul tripathi,21.0,5,0,0,6,1,1,0.0,0,CSK
128,rasikh dar,20.0,2,1,14,0,0,1,0.0,0,RCB
129,anshul kamboj,20.0,2,2,13,0,0,0,0.0,0,CSK
130,ramandeep singh,19.5,7,0,0,1,2,4,0.0,0,KKR
131,kumar kartikeya singh,19.0,3,2,12,0,0,0,0.0,0,RR
132,shaik rasheed,17.5,1,0,0,6,0,1,0.0,0,CSK
133,adam zampa,17.0,2,2,10,0,0,0,0.0,0,SRH
134,kamindu mendis,16.0,2,1,3,1,2,0,0.0,0,SRH
